UnixTime,p,v,h,filtered_v,filted_h
47280,94099.07,-25.35705,-6.2019234,0.7881898,-7.4836016
47331,94099.516,-80.30676,-10.217261,-0.26849997,-7.497027
47383,94099.69,-30.991474,-11.766835,-0.4657284,-7.5203137
47435,94099.7,-2.817527,-11.907712,-0.6065769,-7.5506425
47487,94099.64,11.267573,-11.344333,-0.86011046,-7.593648
47538,94099.87,-40.852962,-13.386981,-1.5222045,-7.669758
47590,94100.02,-28.202879,-14.797126,-1.6914289,-7.7543297
47642,94100.22,-35.254353,-16.559843,-1.9029751,-7.8494787
47693,94100.44,-39.48347,-18.534016,-2.1567955,-7.9573183
47745,94100.58,-25.38031,-19.803032,-2.1003625,-8.062337
47797,94100.66,-14.099974,-20.508032,-2.396457,-8.182159
47848,94100.71,-9.870942,-21.00158,-2.4951663,-8.306917
47900,94100.766,-9.871368,-21.495148,-2.59388,-8.436611
47952,94100.55,39.479588,-19.521168,-2.4106169,-8.557142
48004,94100.69,-25.379774,-20.790157,-2.6080143,-8.687543
48055,94100.59,16.922592,-19.944027,-2.4387884,-8.809483
48107,94100.66,-11.27955,-20.508005,-2.551584,-8.937061
48159,94100.35,54.985912,-17.758709,-2.3119807,-9.05266
48210,94100.46,-19.737427,-18.74558,-2.509355,-9.178128
48262,94100.6,-25.37428,-20.014296,-2.805411,-9.318398
48314,94100.73,-22.554935,-21.142042,-3.2988825,-9.483342
48365,94100.88,-28.198647,-22.551975,-3.1296492,-9.639825
48417,94100.59,52.156616,-19.944143,-2.2837753,-9.754014
48469,94100.625,-5.6391025,-20.226099,-2.3401663,-9.871022
48520,94100.53,16.917358,-19.380232,-1.8748978,-9.964767
48572,94100.71,-32.426758,-21.001568,-2.2978642,-10.07966
48624,94100.53,32.42494,-19.380322,-1.6775193,-10.163536
48676,94100.53,-0.0,-19.380322,-1.6775193,-10.247412
48727,94100.58,-8.458521,-19.803247,-2.0159256,-10.348207
48779,94100.58,-0.0,-19.803247,-2.0582252,-10.451118
48831,94100.71,-23.969923,-21.001743,-2.156945,-10.558966
48882,94100.68,5.639105,-20.71979,-2.4107084,-10.679502
48934,94100.805,-22.561169,-21.847847,-2.63632,-10.811317
48986,94100.98,-31.00835,-23.398266,-3.566895,-10.989661
49037,94100.945,5.637878,-23.116371,-3.2285616,-11.15109
49089,94100.88,11.276624,-22.55254,-3.2285678,-11.312518
49141,94100.71,31.018566,-21.001612,-2.9747677,-11.461256
49193,94100.53,32.423546,-19.380434,-2.960593,-11.609286
49244,94100.66,-22.554586,-20.508163,-3.0733857,-11.762955
49296,94100.66,-0.0,-20.508163,-2.9887938,-11.9123955
49348,94100.82,-29.609144,-21.98862,-3.172106,-12.071
49399,94100.805,2.819043,-21.847668,-2.974753,-12.219737
49451,94100.82,-2.8193731,-21.988636,-3.4822788,-12.393851
49503,94100.82,-0.0,-21.988636,-3.1721294,-12.552458
49554,94100.76,11.280092,-21.424631,-2.5941222,-12.682163
49606,94100.805,-8.456147,-21.847439,-2.9747303,-12.830899
49658,94100.82,-2.8190458,-21.98839,-3.0029206,-12.981045
49710,94100.76,11.273549,-21.424713,-2.664608,-13.114275
49761,94100.76,-0.0,-21.424713,-3.0733325,-13.267941
49813,94100.57,33.841003,-19.732662,-2.523469,-13.394115
49865,94100.49,14.0944,-19.02794,-2.2979448,-13.509013
49916,94100.26,42.28572,-16.913656,-1.959663,-13.606996
49968,94100.0,46.514317,-14.587938,-1.4099363,-13.677493
50020,94099.95,8.4563265,-14.165123,-0.8743246,-13.721209
50072,94100.12,-29.598236,-15.645035,-1.2971638,-13.786067
50123,94099.95,29.597143,-14.165178,-1.5509611,-13.863616
50175,94099.93,4.2280774,-13.9537735,-1.0999575,-13.9186125
50227,94100.17,-43.69603,-16.138575,-1.5369179,-13.995459
50278,94100.06,19.732592,-15.151945,-1.0858154,-14.049749
50330,94100.06,-0.0,-15.151945,-1.0858154,-14.10404
50382,94099.92,25.372505,-13.88332,-0.57835335,-14.132957
50434,94100.03,-19.731516,-14.869896,-0.46559414,-14.156238
50485,94099.86,30.99893,-13.319948,-0.5502224,-14.183748
50537,94099.72,25.369204,-12.051489,-0.40928456,-14.204211
50589,94099.6,21.139412,-10.994518,-0.2542649,-14.216926
50640,94099.42,32.41195,-9.37392,0.12623759,-14.210613
50692,94099.42,-0.0,-9.37392,0.12623759,-14.204301
50744,94099.2,39.46647,-7.400597,0.069832176,-14.2008095
50796,94099.2,-0.0,-7.400597,0.013454189,-14.200137
50847,94099.17,5.6383905,-7.118677,0.29535025,-14.18537
50899,94099.3,-22.546965,-8.246025,0.16853118,-14.176944
50951,94099.375,-14.09487,-8.950769,-0.0710487,-14.180496
51002,94099.17,36.64245,-7.1186466,0.7463484,-14.143179
51054,94099.125,8.453003,-6.6959968,0.83087844,-14.101635
51106,94099.2,-14.091081,-7.400551,0.33757666,-14.084757
51158,94099.336,-23.954878,-8.598295,-0.11335746,-14.090425
51209,94099.27,11.273098,-8.034639,0.28126892,-14.076361
51261,94099.27,-0.0,-8.034639,-0.042792305,-14.078501
51313,94099.0,49.332394,-5.56802,0.7747113,-14.039765
51364,94098.76,43.68096,-3.3839717,1.0987955,-13.984826
51416,94098.586,31.00664,-1.8336396,1.042482,-13.932702
51468,94099.0,-74.687454,-5.568012,0.18288009,-13.923558
51520,94099.03,-5.635462,-5.8497853,-0.9443502,-13.970776
51571,94098.86,31.002289,-4.2996707,-1.1839222,-14.029972
51623,94099.27,-74.68861,-8.0341015,-1.4516467,-14.102554
51675,94099.27,-0.0,-8.0341015,-1.1416262,-14.1596365
51726,94099.1,31.007069,-6.483748,-1.0851945,-14.213896
51778,94099.164,-11.273121,-7.047404,-1.1979257,-14.273792
51830,94099.1,11.272247,-6.483791,-1.1415699,-14.330872
51882,94098.94,29.591417,-5.00422,-0.21163362,-14.341453
51933,94099.1,-29.588505,-6.483646,-0.38072184,-14.360489
51985,94099.164,-11.271161,-7.047204,-0.49343342,-14.38516
52037,94099.23,-11.270731,-7.6107407,0.30987397,-14.369667
52089,94099.23,-0.0,-7.6107407,0.7043725,-14.334448
52140,94098.94,52.13121,-5.00418,1.0848192,-14.280208
52192,94099.164,-40.84848,-7.046604,0.47907645,-14.256254
52244,94099.39,-40.857906,-9.089499,0.21136291,-14.245686
52295,94099.57,-32.41075,-10.710037,-0.7326155,-14.282316
52347,94099.42,26.768991,-9.371588,-1.0283813,-14.333735
52399,94099.305,21.131828,-8.314996,-0.6761852,-14.367544
52451,94099.38,-14.089537,-9.019473,-0.5635098,-14.39572
52502,94099.18,36.624496,-7.1882486,0.6058028,-14.36543
52554,94099.36,-32.39916,-8.808207,0.5917258,-14.335844
52606,94099.18,32.398594,-7.188277,0.9438869,-14.288649
52658,94099.41,-40.851135,-9.230834,0.4227,-14.267514
52709,94099.52,-21.129438,-10.287307,0.61993486,-14.236517
52761,94099.62,-16.923124,-11.133463,0.73273176,-14.199882
52813,94099.79,-31.02687,-12.684807,0.7750068,-14.161131
52864,94099.81,-4.230449,-12.896329,1.1275373,-14.1047535
52916,94099.87,-9.870862,-13.389872,1.2826313,-14.040622
52968,94099.695,31.025764,-11.838584,1.7338883,-13.953927
53019,94099.65,8.460913,-11.415538,1.917207,-13.858067
53071,94100.21,-101.53438,-16.492256,1.0005767,-13.808038
53123,94100.336,-22.559652,-17.62024,0.38018438,-13.789028
53175,94100.55,-38.076736,-19.524075,0.25321513,-13.776368
53226,94100.52,4.2305174,-19.31255,0.12629396,-13.770053
53278,94100.72,-35.250862,-21.075092,-0.11341921,-13.775724
53330,94100.89,-31.020102,-22.626097,-0.9734786,-13.824399
53381,94100.89,-0.0,-22.626097,-0.77610415,-13.863204
53433,94100.89,-0.0,-22.626097,-0.522362,-13.889323
53485,94101.0,-19.743519,-23.613274,-0.49424782,-13.914035
53536,94101.04,-7.0513988,-23.965845,-0.28277364,-13.928173
53588,94100.875,29.61134,-22.485277,-0.5082284,-13.953585
53640,94100.836,7.0497684,-22.132788,-0.38133943,-13.972652
53691,94100.95,-21.145987,-23.190088,-0.76197284,-14.010752
53743,94100.95,-0.0,-23.190088,-0.43770522,-14.032637
53795,94101.0,-8.462164,-23.613197,-0.8465762,-14.074965
53846,94101.04,-7.050171,-23.965704,-0.9170779,-14.120819
53898,94101.04,-0.0,-23.965704,-0.83249295,-14.162443
53950,94100.91,23.977596,-22.766825,-0.592717,-14.192079
54002,94101.04,-23.96687,-23.965168,-0.59268636,-14.221713
54053,94101.0,7.0500293,-23.612667,-0.5785765,-14.250642
54105,94101.0,-0.0,-23.612667,-0.35296464,-14.268291
54157,94100.78,39.480217,-21.638657,0.3519209,-14.250694
54208,94100.836,-9.868913,-22.132101,0.19685291,-14.240852
54260,94100.836,-0.0,-22.132101,0.084087625,-14.236647
54312,94100.66,32.432766,-20.510464,0.0982285,-14.231735
54363,94100.695,-7.0488324,-20.862906,-0.29649568,-14.246561
54415,94100.56,23.962381,-19.664787,0.16867377,-14.238127
54467,94100.52,7.0478907,-19.312391,0.2391527,-14.226169
54518,94100.43,16.91721,-18.466532,0.70441675,-14.1909485
54570,94100.875,-80.353424,-22.484203,-0.1273075,-14.197313
54622,94100.695,32.42777,-20.862816,0.2251639,-14.186056
54674,94100.56,23.962381,-19.664698,0.46478772,-14.162816
54725,94100.695,-23.967422,-20.863068,0.11231161,-14.1572
54777,94100.77,-14.096321,-21.567884,0.055910356,-14.154405
54829,94100.94,-29.60451,-23.04811,-0.21194397,-14.165002
54880,94100.94,-0.0,-23.04811,-0.32467955,-14.181235
54932,94100.83,19.737146,-22.06125,-0.12730807,-14.187601
54984,94100.74,15.507804,-21.28586,-0.31064063,-14.203133
55035,94100.73,2.8194895,-21.144886,-0.42338943,-14.224302
55087,94100.48,45.11277,-18.889248,-0.39511845,-14.244059
55139,94100.56,-15.505735,-19.664536,-1.0153189,-14.294824
55191,94100.68,-21.142569,-20.721664,-1.3113075,-14.360389
55242,94100.71,-5.6383486,-21.003582,-1.0717089,-14.413975
55294,94100.586,22.55214,-19.875975,-1.1421587,-14.471083
55346,94100.5,15.506144,-19.100668,-1.0293778,-14.522551
55397,94100.41,16.915775,-18.254879,-0.42326036,-14.543714
55449,94100.27,23.965,-17.05663,-0.3809363,-14.56276
55501,94100.4,-22.551844,-18.184221,-0.60645473,-14.593082
55553,94100.516,-21.141962,-19.24132,-1.0715991,-14.646663
55604,94100.516,-0.0,-19.24132,-0.8742842,-14.690377
55656,94100.7,-33.834927,-20.933065,-1.5226223,-14.766508
55708,94100.766,-11.276144,-21.496874,-1.8890759,-14.860962
55759,94100.64,22.54963,-20.369392,-1.8749734,-14.954712
55811,94100.4,43.700115,-18.184387,-1.7620914,-15.042816
55863,94100.12,50.742836,-15.647246,-1.2546631,-15.10555
55915,94100.08,7.0477777,-15.294857,-1.5788506,-15.184492
55966,94099.94,25.368135,-14.026451,-1.3251693,-15.25075
56018,94099.83,19.728151,-13.040044,-1.1842716,-15.309964
56070,94099.766,11.27562,-12.476262,-0.84604526,-15.352267
56121,94099.89,-22.549082,-13.603717,-0.9305875,-15.398796
56173,94099.39,90.18818,-9.094308,-0.39513037,-15.418551
56225,94099.45,-11.273089,-9.657963,-0.5923911,-15.448171
56277,94099.37,15.499581,-8.882984,-0.29648468,-15.462995
56328,94099.25,21.136183,-7.8261747,0.1544258,-15.455273
56380,94099.22,5.6382732,-7.544261,0.09807789,-15.450369
56432,94099.22,-0.0,-7.544261,0.09807789,-15.445465
56483,94099.305,-15.501974,-8.31936,-0.5502669,-15.472979
56535,94099.37,-11.273295,-8.883025,-1.0998106,-15.527969
56587,94099.55,-32.41254,-10.503652,-1.7340024,-15.614669
56639,94099.71,-29.587713,-11.983038,-1.2830039,-15.678819
56690,94099.91,-35.227524,-13.744413,-1.5789247,-15.757765
56742,94100.055,-26.771292,-15.082979,-2.15666,-15.865599
56794,94100.234,-32.40729,-16.703342,-1.7338461,-15.952291
56846,94100.234,-0.0,-16.703342,-1.7338461,-16.038982
56897,94100.51,-49.331463,-19.169916,-2.5372322,-16.165844
56949,94100.414,16.90676,-18.324577,-2.2554326,-16.278616
57001,94100.69,-49.32088,-20.79062,-2.8613641,-16.421682
57052,94100.625,11.27312,-20.226965,-3.044548,-16.57391
57104,94100.8,-30.998623,-21.776897,-3.0586483,-16.726843
57156,94100.98,-32.405712,-23.397182,-3.2699938,-16.890343
57208,94100.87,19.727848,-22.41079,-2.9600081,-17.038342
57259,94100.9,-5.6362057,-22.6926,-3.01637,-17.189161
57311,94100.9,-0.0,-22.6926,-3.5376832,-17.366045
57363,94100.766,23.958563,-21.49467,-2.8896115,-17.510527
57414,94100.766,-0.0,-21.49467,-2.4810326,-17.634579
57466,94100.766,-0.0,-21.49467,-2.1569247,-17.742424
57518,94101.09,-59.179134,-24.453629,-3.0164063,-17.893244
57570,94101.03,11.273085,-23.889975,-3.114994,-18.048994
57621,94100.8,42.26513,-21.776718,-2.5514472,-18.176565
57673,94101.37,-102.864525,-26.919943,-3.9463372,-18.373882
57725,94101.55,-32.404926,-28.540188,-3.946395,-18.571203
57777,94101.55,-0.0,-28.540188,-4.2703805,-18.784721
57828,94101.61,-11.273679,-29.103872,-3.974606,-18.983452
57880,94101.266,62.009068,-26.00342,-3.1432216,-19.140614
57932,94101.28,-2.8207784,-26.14446,-3.0021975,-19.290724
57983,94101.37,-15.515132,-26.920218,-2.8470805,-19.433077
58035,94101.24,22.564367,-25.792,-2.5791326,-19.562033
58087,94101.45,-38.07511,-27.695755,-2.8611753,-19.705091
58138,94101.45,-0.0,-27.695755,-3.1714325,-19.863663
58190,94101.66,-36.676945,-29.529602,-3.6228106,-20.044804
58242,94101.66,-0.0,-29.529602,-2.6074677,-20.175177
58293,94101.625,5.6430407,-29.247448,-2.325441,-20.291449
58345,94101.625,-0.0,-29.247448,-1.9446738,-20.388681
58397,94101.555,12.692647,-28.612816,-1.8600526,-20.481686
58448,94101.555,-0.0,-28.612816,-1.5075439,-20.557062
58500,94101.76,-36.66903,-30.446266,-1.5640329,-20.635263
58552,94101.586,31.020493,-28.89524,-1.253828,-20.697954
58603,94101.93,-62.040756,-31.997278,-1.8742356,-20.791666
58655,94101.76,31.022236,-30.446165,-1.3665781,-20.859995
58707,94101.76,-0.0,-30.446165,-1.2960645,-20.924799
58759,94101.8,-7.0516033,-30.798744,-1.6626935,-21.007935
58810,94101.484,56.40761,-27.978363,-1.1691152,-21.06639
58862,94101.55,-11.279782,-28.54235,-1.0704533,-21.119911
58914,94101.625,-14.100019,-29.247353,-1.2114536,-21.180485
58965,94101.68,-9.869826,-29.740843,-1.22553,-21.241762
59017,94101.61,12.689759,-29.106354,-1.0281308,-21.293167
59069,94101.77,-29.6134,-30.587023,-1.3242648,-21.35938
59120,94101.71,11.279108,-30.023067,-1.4512495,-21.431944
59172,94101.89,-32.427376,-31.644436,-1.5358547,-21.508738
59224,94102.055,-29.615,-33.125187,-1.9025048,-21.60386
59275,94101.89,29.60875,-31.644749,-1.6064173,-21.684181
59327,94101.89,-0.0,-31.644749,-2.0012197,-21.784243
59379,94102.0,-19.742939,-32.631897,-2.0999596,-21.88924
59431,94101.97,5.6398535,-32.349907,-2.043561,-21.99142
59482,94101.83,25.36861,-31.081474,-2.1142027,-22.09713
59534,94101.83,-0.0,-31.081474,-2.0437148,-22.199316
59586,94101.8,5.6407375,-30.799437,-2.226931,-22.310661
59637,94101.66,25.37896,-29.530489,-2.04362,-22.412844
59689,94101.71,-9.869029,-30.023941,-2.3114824,-22.528418
59741,94101.83,-21.14664,-31.081274,-1.7194146,-22.614388
59792,94102.0,-31.012016,-32.631874,-2.3538127,-22.732079
59844,94101.97,5.639963,-32.349876,-2.537037,-22.85893
59896,94101.93,7.048314,-31.99746,-2.2268794,-22.970276
59948,94101.76,31.012037,-30.446857,-1.7757959,-23.059065
59999,94101.77,-2.819342,-30.587826,-1.5079445,-23.134462
60051,94101.71,11.276709,-30.023989,-1.3951775,-23.204222
60103,94101.77,-11.278239,-30.5879,-1.7053316,-23.289486
60154,94101.55,40.87972,-28.543913,-1.4516118,-23.362068
60206,94101.484,11.277378,-27.980045,-1.3670328,-23.43042
60258,94101.61,-22.550848,-29.107586,-2.043669,-23.532602
60309,94101.45,28.191364,-27.698017,-1.6066979,-23.612938
60361,94101.68,-40.88533,-29.742283,-1.8041259,-23.703142
60413,94101.71,-5.637288,-30.024147,-1.8041154,-23.793348
60465,94101.516,35.239216,-28.262186,-1.6772443,-23.87721
60516,94101.45,11.27611,-27.69838,-1.7195449,-23.963188
60568,94101.45,-0.0,-27.69838,-1.8887024,-24.057623
60620,94101.516,-11.280258,-28.262392,-2.2411551,-24.16968
60671,94101.37,26.782394,-26.923271,-1.7478125,-24.25707
60723,94101.17,35.242073,-25.161167,-1.1839724,-24.31627
60775,94101.28,-19.734371,-26.147886,-1.3813161,-24.385336
60826,94101.03,45.10629,-23.892572,-0.5919042,-24.41493
60878,94100.98,9.866996,-23.399223,-0.380473,-24.433956
60930,94101.14,-29.600937,-24.87927,-0.9019784,-24.479053
60982,94101.2,-11.276989,-25.44312,-1.4517491,-24.551641
61033,94101.28,-14.092922,-26.147764,-2.1001065,-24.656647
61085,94101.31,-5.637282,-26.42963,-2.2269566,-24.767994
61137,94101.14,31.009304,-24.879164,-2.1705458,-24.876522
61188,94101.05,16.914455,-24.033442,-2.198683,-24.986456
61240,94100.92,22.550411,-22.90592,-2.0859337,-25.090754
61292,94100.81,19.728603,-21.91949,-1.663158,-25.173912
61344,94100.945,-23.959908,-23.117485,-2.804638,-25.314144
61395,94100.766,32.41703,-21.496634,-2.3677368,-25.43253
61447,94100.9,-23.96221,-22.694744,-2.7623546,-25.570648
61499,94100.766,23.960876,-21.4967,-2.7341068,-25.707355
61550,94100.766,-0.0,-21.4967,-2.7904897,-25.84688
61602,94100.98,-38.05841,-23.39962,-3.171074,-26.005436
61654,94101.266,-52.147007,-26.00697,-3.537525,-26.182312
61706,94101.43,-29.59747,-27.486843,-3.7207663,-26.36835
61757,94101.37,11.27348,-26.923168,-3.2839074,-26.532545
61809,94101.31,9.865624,-26.429886,-2.889373,-26.677015
61861,94101.31,-0.0,-26.429886,-2.5370984,-26.80387
61912,94101.28,5.6383677,-26.147968,-2.2130015,-26.914518
61964,94101.24,7.046048,-25.795666,-1.8184679,-27.005444
62016,94101.21,5.6366158,-25.513834,-1.7621018,-27.093548
62068,94101.15,11.274537,-24.950106,-1.1560421,-27.15135
62119,94101.05,18.318325,-24.034191,-1.141926,-27.208445
62171,94100.984,11.271941,-23.470592,-0.53599846,-27.235245
62223,94100.87,21.139433,-22.41362,-0.4373355,-27.257113
62274,94100.984,-21.134481,-23.470345,-0.33869424,-27.274046
62326,94100.984,-0.0,-23.470345,-0.014636735,-27.274778
62378,94100.92,11.274334,-22.906628,-0.09917187,-27.279737
62430,94100.92,-0.0,-22.906628,-0.042809688,-27.281878
62481,94100.92,-0.0,-22.906628,-0.042809688,-27.284018
62533,94100.57,63.4245,-19.735403,0.35184938,-27.266424
62585,94100.55,4.227234,-19.524042,0.39412174,-27.24672
62637,94100.33,39.44813,-17.551636,0.78860307,-27.207289
62688,94100.04,52.1291,-14.945181,1.9016858,-27.112204
62740,94100.055,-2.817683,-15.086065,1.7607781,-27.024164
62792,94100.23,-31.001047,-16.636118,1.0281156,-26.97276
62843,94100.055,30.995712,-15.086332,2.3667188,-26.854424
62895,94100.04,2.8177352,-14.945444,2.718945,-26.718477
62947,94100.04,-0.0,-14.945444,2.718945,-26.582531
62999,94100.04,-0.0,-14.945444,2.831682,-26.440945
63050,94099.87,30.995142,-13.395688,2.5215428,-26.314869
63102,94099.88,-2.8207417,-13.536724,2.5215435,-26.188793
63154,94099.88,-0.0,-13.536724,2.6766946,-26.05496
63205,94100.055,-31.031704,-15.088309,2.1407337,-25.947922
63257,94099.695,64.87962,-11.844328,3.170281,-25.78941
63309,94099.64,9.872792,-11.350688,3.2690089,-25.62596
63360,94099.64,-0.0,-11.350688,3.6357782,-25.44417
63412,94099.54,18.336308,-10.433873,3.8191416,-25.253212
63464,94099.375,29.6105,-8.953348,4.058816,-25.05027
63516,94099.3,14.102403,-8.248228,4.1998396,-24.840279
63567,94099.38,-15.511994,-9.023828,3.9177933,-24.64439
63619,94099.38,-0.0,-9.023828,3.9177933,-24.4485
63671,94099.414,-5.6412754,-9.305891,4.228071,-24.237097
63722,94099.33,15.511687,-8.530307,4.0729833,-24.033447
63774,94099.21,21.149895,-7.472812,4.9048896,-23.788202
63826,94099.04,31.027704,-5.9214272,4.904944,-23.542953
63877,94098.96,14.10212,-5.216321,5.045965,-23.290655
63929,94099.04,-14.100501,-5.9213457,4.975477,-23.041882
63981,94099.04,-0.0,-5.9213457,4.4114003,-22.821312
64032,94098.82,39.47992,-3.9473495,4.918998,-22.575361
64084,94098.62,36.664227,-2.1141381,5.42664,-22.30403
64136,94098.13,87.413345,2.2565293,6.399472,-21.984056
64187,94098.016,21.151236,3.314091,6.484087,-21.659851
64239,94097.984,5.639452,3.5960634,6.8366156,-21.31802
64291,94098.13,-26.791069,2.2565098,6.4559126,-20.995226
64343,94098.19,-9.869795,1.76302,6.6814885,-20.66115
64394,94098.19,-0.0,1.76302,6.9776387,-20.312267
64446,94098.31,-22.566536,0.63469326,6.4558854,-19.989473
64498,94098.48,-29.607067,-0.8456601,6.159815,-19.681482
64549,94098.33,26.790005,0.49384022,6.625144,-19.350225
64601,94098.62,-52.160877,-2.1142035,6.0471373,-19.047869
64653,94098.82,-36.658512,-3.947129,5.426866,-18.776525
64704,94098.79,5.639767,-3.6651406,5.483264,-18.502361
64756,94098.64,26.790518,-2.3256147,5.6947613,-18.217625
64808,94098.62,4.2286882,-2.1141803,5.4832582,-17.94346
64859,94098.555,11.280206,-1.5501701,5.694751,-17.658724
64911,94098.555,-0.0,-1.5501701,5.9062176,-17.363413
64963,94098.555,-0.0,-1.5501701,6.2163377,-17.052595
65015,94098.5,9.87113,-1.0566136,6.2586493,-16.739664
65066,94098.555,-9.87018,-1.5501225,6.089464,-16.43519
65118,94098.73,-31.022306,-3.1012378,5.4691205,-16.161734
65170,94098.73,-0.0,-3.1012378,5.497315,-15.8868685
65221,94098.5,40.89547,-1.0564644,5.793501,-15.597193
65273,94098.48,4.228763,-0.84502625,5.9485717,-15.299765
65325,94098.555,-14.098348,-1.5499437,5.398791,-15.029825
65376,94098.555,-0.0,-1.5499437,5.2860174,-14.765525
65428,94098.555,-0.0,-1.5499437,5.511525,-14.489948
65480,94098.66,-18.330986,-2.4664931,5.046302,-14.237634
65531,94098.84,-33.835896,-4.158288,5.1167965,-13.981793
65583,94098.77,12.688443,-3.5238662,5.3000536,-13.716791
65635,94099.07,-53.575504,-6.202641,4.4119067,-13.496197
65687,94099.164,-16.920233,-7.048653,4.129944,-13.289699
65738,94099.305,-25.378817,-8.317595,3.8761556,-13.095892
65790,94099.48,-31.023895,-9.868789,3.6787193,-12.911956
65842,94099.555,-14.100151,-10.573796,3.2698941,-12.748462
65893,94099.38,31.019787,-9.022806,3.2276711,-12.587078
65945,94099.305,14.097979,-8.317908,3.5659947,-12.408778
65997,94099.33,-4.2289057,-8.529353,3.0726423,-12.255146
66048,94099.33,-0.0,-8.529353,2.9739728,-12.106447
66100,94099.305,4.230539,-8.317826,3.3122876,-11.940832
66152,94099.305,-0.0,-8.317826,3.4250572,-11.769579
66203,94099.07,42.300537,-6.202799,3.9889917,-11.570129
66255,94099.305,-42.297207,-8.317659,3.622393,-11.389009
66307,94099.24,11.279468,-7.7536864,3.4250946,-11.217755
66359,94099.24,-0.0,-7.7536864,3.2559495,-11.054957
66410,94099.13,19.744078,-6.7664824,3.2278855,-10.893563
66462,94099.13,-0.0,-6.7664824,3.0305994,-10.742033
66514,94099.0,23.96981,-5.5679917,3.509897,-10.566539
66565,94099.19,-33.839046,-7.259944,2.8473358,-10.424172
66617,94099.19,-0.0,-7.259944,3.0869582,-10.269824
66669,94099.17,2.8201907,-7.1189346,2.8755512,-10.126047
66720,94099.12,9.868943,-6.625487,2.9742408,-9.977335
66772,94098.875,43.699474,-4.440513,3.7918203,-9.787744
66824,94098.71,29.605782,-2.9602242,4.609348,-9.557276
66876,94098.71,-0.0,-2.9602242,4.905323,-9.31201
66927,94098.67,7.050492,-2.6076994,4.863093,-9.068855
66979,94098.67,-0.0,-2.6076994,4.7644367,-8.830633
67031,94098.71,-7.0513153,-2.9602652,4.693924,-8.595937
67082,94098.29,76.12639,0.8460542,5.3988037,-8.325996
67134,94098.46,-31.012598,-0.7045757,5.018217,-8.075086
67186,94098.25,38.058758,1.1983622,5.3424387,-7.8079634
67237,94097.984,47.927002,3.5947123,5.708964,-7.5225153
67289,94097.734,45.11041,5.8502326,5.9768844,-7.223671
67341,94097.734,-0.0,5.8502326,5.8641644,-6.930463
67393,94097.6,23.96589,7.0485272,5.8924284,-6.635842
67444,94097.516,15.508522,7.823953,6.2588587,-6.322899
67496,94097.29,40.881416,9.868024,6.6676726,-5.989515
67548,94097.11,32.418236,11.488936,6.8791122,-5.6455593
67599,94097.11,-0.0,11.488936,6.8791122,-5.301604
67651,94097.17,-11.280493,10.9249115,6.7663074,-4.9632883
67703,94097.11,11.278744,11.488849,6.2448487,-4.6510463
67754,94097.266,-28.193516,10.079173,5.920641,-4.3550143
67806,94097.45,-33.831528,8.387597,5.187845,-4.0956216
67858,94097.29,29.600922,9.867642,4.9625645,-3.8474936
67910,94097.34,-9.866978,9.374293,4.8920717,-3.60289
67961,94097.09,45.09837,11.629211,5.653065,-3.3202364
68013,94097.03,11.274804,12.192952,5.4558563,-3.0474436
68065,94096.945,15.5074005,12.968323,5.582753,-2.768306
68116,94097.0,-9.86377,12.475135,5.484115,-2.4941003
68168,94097.09,-16.913195,11.629475,5.3149834,-2.228351
68220,94097.11,-2.818977,11.488526,4.976842,-1.979509
68271,94097.29,-32.44955,9.866049,4.680554,-1.7454813
68323,94097.266,4.2318916,10.077642,4.7228727,-1.5093375
68375,94097.266,-0.0,10.077642,5.0331903,-1.2576782
68426,94096.83,79.0261,14.028949,5.1746545,-0.99894536
68478,94096.83,-0.0,14.028949,5.0759263,-0.7451491
68530,94097.0,-31.042307,12.476833,4.765503,-0.5068739
68581,94096.78,39.50538,14.452103,4.9771943,-0.2580142
68633,94096.83,-8.463641,14.02892,4.596452,-0.028191553
68685,94096.78,8.4639635,14.452118,4.540068,0.19881187
68736,94096.46,57.832623,17.34375,5.2735147,0.4624876
68788,94096.41,9.875769,17.837538,5.372273,0.7311013
68840,94096.55,-25.389364,16.56807,5.174791,0.9898408
68891,94096.38,29.624414,18.04929,5.3159184,1.2556368
68943,94096.21,31.032757,19.600927,5.4147477,1.5263742
68995,94096.29,-14.10336,18.89576,4.963438,1.7745461
69046,94096.125,29.620546,20.376787,5.1186213,2.0304773
69098,94096.35,-40.903725,18.331602,4.8505893,2.2730067
69150,94096.21,25.386122,19.600908,5.1044507,2.5282292
69202,94096.18,5.6412473,19.88297,4.766063,2.7665324
69253,94096.38,-36.672325,18.049355,4.0326977,2.9681673
69305,94096.78,-71.91725,14.453491,2.4393916,3.0901368
69357,94096.78,-0.0,14.453491,2.2278793,3.201531
69408,94096.55,42.319878,16.569487,2.594684,3.3312652
69460,94096.516,5.642101,16.851591,2.9190152,3.4772162
69512,94096.46,9.872142,17.345198,3.1164343,3.633038
69563,94096.29,31.02619,18.896507,3.4266963,3.8043725
69615,94096.07,39.47876,20.870443,4.04715,4.00673
69667,94096.07,-0.0,20.870443,4.3432207,4.223891
69718,94096.18,-19.752394,19.882826,3.8777962,4.417781
69770,94096.29,-19.745468,18.895552,4.201951,4.627878
69822,94096.29,-0.0,18.895552,4.568536,4.8563046
69873,94096.29,-0.0,18.895552,4.512139,5.0819116
